,category,value,ques,ans
298,we three king,$800,of norway 's haakon vii olaf v or harald v the one who current occupi the throne,harald
299,nine letter word,$1000,some believ thi substanc eman from a medium dure a seanc,ectoplasm
300,april fool,$600,"an aussi news show report in one thousand, nine hundred and seventy-five that the countri wa convert to thi time with one hundred minut in an hour",metric
301,about it,$400,you wo n't find carolin in thi medium size italian tubular pasta,ziti
302,tango,$600,the tango is the nation danc of thi south american countri it forty million citizen,argentina
303,oscar nomin sport flick,$800,"thi one thousand, nine hundred and seventy-six oscar winner use the taglin you have a ringsid seat for the bloodiest bicentenni in histori",rocki
304,ancient vip,$800,at birth thi ancient sage of china wa given the name ch'iu mean hill becaus he had a notic bulg on hi head,confuciu
305,countri time,$1000,murmansk in thi countri is the largest citi in popul found north of the arctic circl,russia
306,sport team nicknam,$400,nicknam of the columbu major leagu soccer team we do n't know how motley they are,crew
307,biolo g,$600,a major danger in transplant oper is call a thi versu host reaction,graft
308,wide world of trivia,$200,also known a the bush it 's the aussi term for the remot rural area of australia,outback
309,of the fisherman,$400,thi action of fisherman is also a term for select the perform for a film,cast
310,dead to the world,$400,comedi style associ with buster keaton,deadpan
311,at thirty-three,$200,at thirty-three he draft the declar of independ,jefferson
312,you your health you,$1000,wilson 's diseas which can be misdiagnos a schizophrenia is caus by an excess of thi element cu,copper
313,safari so good,$600,origin from arab safari is thi african languag 's word for journey,swahili
314,color my world,$400,a an adject it can mean either sexual explicit or puritan,blue
315,tour usa,$800,thi state 's seashor trolley museum near kennebunkport is one of the world 's largest electr railway museum,main
316,your five clue newscast,$1000,now for a look at the weather expect these den twelve letter thundercloud stretch from six 500' to thirty 000',cumulonimbu
317,go bust,$400,strong healthi hardi in constitut,robust
318,chem class,$200,charles' law say that the volum of a fix amount of ga is directli proport to thi,temperatur
319,l m n,$200,proverbi it 's what you make when life give you a fruit of the famili rutacea,lemonad
320,k ration,$1000,thi word mean prais look plural but is actual singular should be use with a singular verb,kudo
321,famou name,$1000,"famou last name of the anti stalinist born lev davidovich bronstein in one thousand, eight hundred and seventy-nine you could say he wa hot to",trotski
322,european histori,$200,"in the ecsc form in western europ in one thousand, nine hundred and fifty-two the c stood for coal thi product",steel
323,l egales,$600,disguis illeg fund make them usabl again,launder
324,the place to b,$400,a resort town in northern ireland share it name with thi third largest citi in main,bangor
325,fashion,$200,what 's consid the finest cotton in the world is grown in name for thi countri,egypt
326,offici countri design,$800,sinc it former ruler were defeat it 's been known a a transit islam state,afghanistan
327,asian capit,$1000,it monument includ an arch of triumph higher than the one in pari a statu of kim il sung sixty-six foot high,pyongyang
328,how about a hawaiian lunch ?,$400,lomi lomi salmon is dice salt salmon tomato thi both green the maui kind,onion
329,mushroom,$600,mushroom are class in the phylum basidiomycota in thi kingdom,fungu
330,tradit anniversari gift,$1000,for a 15th anniversari you might give one of thi austrian compani 's crystal figurin like the one seen a href http www j archiv com medium two thousand and seven eleven seven j twenty-seven jpg target blank here a,swarovski
331,h citi,$400,the race schooner bluenos depict on canada 's ten cent coin ha a replica in thi nova scotian port,halifax
332,christian name,$200,an apostl or a son of queen elizabeth ii,andrew
333,five letter the better,$600,zodiac sign for late march earli april,ari
334,famou name,$800,"golda meir a former school teacher wa prime minist of thi countri from one thousand, nine hundred and sixty-nine to one thousand, nine hundred and seventy-four",israel
335,thoma aquina advic columnist,$600,dear struggl sorri but the poor must pay these whether the tradit tenth of incom or more,tith
336,i knew it wa over when,$200,my best properti in thi game were baltic avenu and the electr compani,monopoli
337,the bodi human,$200,after childbirth a hormon call prolactin stimul the product of thi,milk
338,singl name singers' last name,$600,barbado born singer covergirl fenti,rihanna
339,the anti categori,$600,cymbalta lexapro are type of these,antidepress
340,f ood stuff,$800,thi nut is name for a saint whose feast day fall when the nut ripen,filbert
341,food drink phrase,$400,you can catch more fli with thi than with vinegar,honey
342,fraidi cat,$800,hey dude surfer are n't cymophob they do n't fear these man,wave
343,brewer buck packer,$1000,"in one thousand, eight hundred and sixty-one a brewer with thi last name gave four hundred and eight zero to the truste at a poughkeepsi woman 's colleg",vassar
344,also a book of the bibl,$200,by occup scalia rehnquist are these,judg
345,word for youngster,$1000,a mischiev youngster with sea in front of it it 's a spini sea creatur,urchin
346,quasi stupid answer,$200,develop to treat sunburn thi cream got it name after a custom said it knock eczema out,noxema
347,two letter word,$1000,thi italian river begin near mount viso,po
348,ta ta for now,$400,known for it aniselik flavor thi aromat herb is wide use in cook,tarragon
349,common bond,$600,basebal cap featur buffalo athlet credit card mail,bill
350,add a letter,$1000,add thi letter to plant it becom easili bent,i
351,paint your wagon,$600,battl wagon is anoth name for a battleship so paint it the color call battleship thi,grey
352,americana,$1000,florida wa name in honor of thi holiday season whose spanish name includ the word florida,easter
353,i'v got esp,$800,someon who verbal repres anoth person or product,spokesperson
354,scienc natur,$200,today there are onli two continent glacier one on greenland one on thi contin,antarctica
355,countri by newspap,$1000,the warrnambool standard the alic spring news,australia
356,color,$400,cadet cerulean are shade of thi color,blue
357,thi that,$600,with a diamet of almost ninety zero mile thi planet is equal in size to about one three hundred earth,jupit
358,movi classic,$200,"thi bela lugosi film wa shot in one thousand, nine hundred and thirty-one along with a spanish version film on the same set with differ actor",dracula
359,the donald,$600,donald 's flute solo in the band concert enrag thi co star who wa appear in hi first technicolor toon,mickey
360,take the lead,$1000,bashar al assad head up thi countri from it capit damascu,syria
361,car tune,$800,cheryl of the clue crew at the henri ford museum in detroit in the open to all in the famili archi edith sang gee our old one of these car ran great,lasal
362,insid outsid,$1000,like all fine hotel new york citi 's waldorf astoria ha a presidenti one,suit
363,bridg,$1000,a href http www j archiv com medium two thousand and nine ten thirty j six wmv jimmi of the clue crew show an architectur render on the monitor a built so that car can drive over them or through them the bridg structur a href http www j archiv com medium two thousand and nine ten thirty j six jpg target blank here a are name for these support triangl that provid rigid,truss
364,histori crossword clue m,$600,canada 's fifth provinc eight,manitoba
365,"world almanac one thousand, eight hundred and sixty-eight",$400,there are about one two hundred and fifty zero free accept one of these around the world includ one hundred zero in scotland,mason
366,let' commun,$600,well into wwi it wa the anim altern to marconi 's system for send wireless long distanc messag,pigeon
367,stupid answer,$400,a href http www j archiv com medium two thousand and six four seventeen j twenty-four jpg target blank jon of the clue crew deliv the clue from the duke univers primat center a technician of the duke univers primat center say the a href http www j archiv com medium two thousand and six four seventeen j 24a jpg target blank anim a go banana over grape thi fruit of the genu musa,banana
368,by the number,$200,"thi countri the world 's second lead produc of car in two thousand with over ten mil made onli thirty-two zero of them in one thousand, nine hundred and fifty",japan
369,five letter capit,$400,the ancient greek call thi jordanian capit philadelphia,amman
370,nurseri rhyme phobia,$200,if you 're frigophob you wo n't like your pea porridg thi way,cold
