,category,value,ques,ans
302,natur,$200,these crustacean that cling to ship wharv also attach themselv to whale,barnacl
303,an ancient lifetim ago,$200,the top choic for sweeten food or medicin the hymettu type from attica wa famou,honey
304,what i did on summer vacat,$200,learn to surf while stay on waikiki on thi hawaiian island,oahu
305,world fact,$1000,nine ninety-four foot high mount roraima is found at the junction of guyana venezuela thi countri,brazil
306,prefix,$1000,thi prefix turn one byte of data into about a billion,giga
307,from the latin,$1000,from the latin for hiss it describ sound like the first letter of sigh speck the correct respons,sibyl
308,c duti,$1000,the main alphabet use by the russian,cyril
309,pc world,$200,one of these is equal to one twenty-four byte,kilobyt
310,americana,$1000,the name of thi texa citi is spanish for yellow,amarillo
311,end in ee,$1000,ten four good buddi reno 's on thi river,trucke
312,up word,$1000,st paul from st loui,upriv
313,men of music,$1000,horn virtuoso franz strauss wa consult by wagner in devi thi hero 's horn call,siegfri
314,from t to shine t,$1000,also mean touch it 's a keen sen of what to say to avoid give offens,tact
315,the upper crust,$200,athina roussel granddaught of thi greek tycoon inherit billion when she turn eighteen in two thousand and three,onassi
316,four letter word,$1000,sir franci drake 's ship that circumnavig the world wa the golden thi,hind
317,hint from helois,$200,to keep your refriger smell clean use bake soda or thi barbecu fuel,charcoal
318,month that end with ber trebek,$200,it 's the northern hemispher 's season equival to the southern hemispher 's june,decemb
319,the nation inventor hall of fame,$200,for hi revolv with interchang part,colt
320,stupid answer,$200,it 's the one word name of the ben jerri 's flavor describ a vanilla ice cream with vanilla bean speck,vanilla
321,space mission,$1000,"the messeng craft is the first mission to explor thi planet sinc marin ten in the one thousand, nine hundred and seventy",mercuri
322,hodgepodg,$200,name share by a nation monument in arizona a famou faith indian companion,tonto
323,the 74th academi award,$1000,thi oscar win film featur the talent of mike myer,shrek
324,the new testament,$1000,a he wa be stone he pray with hi die breath lord lay not thi sin to their charg,stephen
325,white,$1000,do n't fire until you see thi the white of the eye,sclera
326,four letter stock market word,$1000,be in thi posit indic an expect of rise share price it 's also a hedg in futur,long
327,home from the hous,$200,when nanci pelosi maxin water go home from the u s hous they go to thi state,california
328,five letter word,$200,it goe befor a fall befor prejudic in a jane austen titl,pride
329,high societi,$200,nautic nicknam of corneliu vanderbuilt who bought hi 1st boat when he wa just sixteen,commodor
330,panamania,$1000,the nation currenc of panama bear the name of thi man the first european to see the pacif,balboa
331,top ten babi boy name of two thousand and four,$1000,two presid no seven seventeen have had thi first name that 's no six on the list,andrew
332,word origin,$200,thi word mean someth not fulli understood is from the greek musterion secret rite,mysteri
333,that' my ma,$1000,six letter term for respect or rever paid or render,homag
334,color,$200,it preced letter fever or pimpernel,scarlet
335,ye deer,$200,deer are the onli anim with bone call these in most speci onli the male have them,antler
336,tv twin,$200,name share by phoeb 's twin also play by lisa kudrow georg of the jungl 's wife possibl a twin,ursula
337,state tree,$200,rhode island pick the red type of thi tree vermont got the sugar kind,mapl
338,art biennial,$200,thi italian citi 's biennial the oldest in the world ha exhibit on the lido the island of san giorgio,venic
339,dwell,$200,from swiss french for shelter it 's a wooden cottag or lodg with overhang eav,chalet
340,seven letter word,$1000,"if it ai n't thi period of music said to have end with bach 's death in one thousand, seven hundred and fifty do n't fix it",baroqu
341,eye,$200,"a one thousand, nine hundred and ninety-six stori line on anoth world involv the transplant of these",cornea
342,fill e r up,$1000,nicknam for colonel colt 's deadli invent,equalis
343,color languag,$1000,perfect colorado citi for a valuabl opportun,golden
344,name the instrument,$200,in billi joel 's man,piano
345,color quot,$200,no more st patrick 's day we 'll keep hi color ca n't be seen for there 's a cruel law agin the wearin' o' the thi,green
346,the big day,$200,thi neb citi 's henri doorli zoo ha the largest glaze geode dome hous the world 's largest indoor desert,omaha
347,app y day,$1000,waterflea ha an app call thi it 's a simul sheet of the packag item that you can pop 'til you 're poop,bubblewrap
348,gr ab bag,$1000,jot thi down it 's the studi of handwrit,grapholog
349,the award goe to,$1000,the fermat prize in thi field is award for contribut to statement of variat principl,mathemat
350,romanc the throne,$1000,"geraldin apponyi the 1st woman of american descent to becom a queen marri king zog i of thi countri in one thousand, nine hundred and thirty-eight",albania
351,scienc,$1000,"in one thousand, seven hundred and fifty-eight thi swedish biologist introduc binomi nomenclatur",linnaeu
352,rank,$200,on the ocean an ordinari one is n't quit a abl a an abl one,seaman
353,who you gonna call ?,$200,"if you 've lost thi credit card call one eight hundred eight hundred and forty-seven two thousand, nine hundred and eleven realli the card 's name follow by nine hundred and eleven",visa
354,pizza top,$1000,wild one of these found on pizza includ shiitak morel chanterel,mushroom
355,cook me up,$200,with the rise sun beat down on me i wa do thi a if i wa a genois or a loaf of bread,bake
356,a littl food drink,$1000,thi cereal onc had a longer name oat becam o,cheerio
357,you look like a greek god,$1000,talk about a difficult birth she sprang from zeus' head which had been split with an axe,athena
358,pull over,$200,veri cloudi with no sun shine through,overcast
359,five letter word,$200,to skip school or the furrow on the side of the road,ditch
360,if he'd taken mom' last name,$200,jersey born singer frank garaventi,sinatra
361,color word phrase,$1000,origin it wa a tribut paid by english scottish farmer to freeboot for protect from harass,blackmail
362,european dine,$200,it 's said the witcheri by the castl on castl hill in thi scottish citi is haunt by sever ghost,edinburgh
363,of den mark,$1000,in english the name of thi twenty three hundred and twenty foot north american peak mean the great one,denali
364,twinkl twinkl littl word that rhyme with star,$1000,thi anim 's scientif name is panthera onca,jaguar
365,classic tv,$200,darrin stephen wa the flabbergast husband on thi magic sitcom,bewitch
366,kangaroo word,$1000,if you salvag someth you also do thi,save
367,the last king,$200,call the citizen king loui philipp wa the last king of thi countri,franc
368,b eliev it or not,$200,north american hard worker seen here,beaver
369,fish,$200,these snakelik fish constitut the order anguilliform,eel
370,when you go to colleg,$1000,you might spend your junior year abroad in thi citi you 'll learn to call it munchen,munich
371,fish,$200,like some gourami sever grunt are famou for do thi when two of them meet,kiss
372,potent potabl,$200,a favorit drink in coloni new england wa blackstrap a mixtur of mola thi potent potabl,rum
373,a day at the hors race,$1000,on the outsid is thi toy stori two hors from the pixar stabl ride like the wind,bullsey
374,gum,$200,"it campaign use twin date back to the one thousand, nine hundred and thirty",doublemint
375,educ,$1000,"in one thousand, nine hundred and eighty the depart of educ wa creat out of thi now defunct cabinet depart",hew
376,the galapago environ,$1000,a href http www j archiv com medium two thousand and eleven four seven j twenty-eight wmv alex trebek give the clue from galapago in ecuador a the flightless cormor is nativ to found onli in the galapago island it is said to be thi to the island it 's from the greek endemo which mean nativ,endem
377,salmon,$1000,weigh up to one hundred pound thi larg type of salmon share it name with a warm dri wind,chinook
378,disney film by charact,$1000,"timothi q mous friend of the titl charact one thousand, nine hundred and forty-one",dumbo
379,popul,$200,in both area popul thi contin is the largest,asia
380,school day,$200,thi ivi leagu school gave bill bradley hi b a,princeton
381,suv name,$1000,"a nissan suv share the name of thi robot spacecraft that land on mar juli four one thousand, nine hundred and ninety-seven",pathfind
382,michael jackson hit in other word,$200,"one thousand, nine hundred and eighty-seven naughti",bad
383,art craft,$200,go dotti make a pair of these out of clay the opposit side should add up to seven,dice
384,appl,$200,the tree top compani 's websit ha recip for the sour cream dutch kitchen type of thi,pie
385,but i'm talkin' about shaq,$200,in two thousand and four shaq wa fine two hundred and ninety-five zero for use some salti languag in a tv interview it wa thi mani games' pay,one
386,dollar s cent s,$1000,have a common center such a a seri of circl,concentr
